4 7 4 4 
4 8 4 4 
4 7 4 4 
4 4 7 4 
4 4 4 7 
4 4 4 8 
4 4 4 7 
4 4 8 4 
4 4 7 4 
7 4 4 4 
8 4 4 4 
7 4 4 4 
4 8 4 4 
4 7 4 4 
4 4 7 4 
4 4 7 4 
4 4 8 4 
4 4 7 4 
4 4 8 4 
4 7 4 4 
4 7 4 4 
