122,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
109,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
110,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
111,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
112,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
113,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
114,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
115,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
116,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
117,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
118,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
119,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
120,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
121,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
108,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
123,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
124,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
125,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
80,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
127,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
129,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
130,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
133,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
134,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
95,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
83,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
84,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
85,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
86,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
87,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
88,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
89,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
90,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
91,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
92,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
93,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
94,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
82,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
96,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
97,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
98,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
99,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
100,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
101,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
102,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
103,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
104,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
105,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
106,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
81,"0 1 2 3 4 5 
6 7 8 9 10 
11 12 13 14 
15 16 17 
18 19 20 
"
